title,description,start_date,end_date,location,price,sold_out,link,img_link,tags
KIM: Martin Luther King Jr. Playground,"Join NYC Parks in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Play Area (in Martin Luther King, Jr. Playground), Manhattan",0,False,/events/2023/10/04/kim-martin-luther-king-jr-playground,Martin Luther King Jr. Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids']"
KIM: Carmansville Playground,"Join NYC Parks in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Play Area (in Carmansville Playground), Manhattan",0.0,False,/events/2023/10/04/kim-carmansville-playground,Carmansville Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM Loreto Playground,"Join NYC Parks staff in free activities in NYC's playgrounds including organized sports, games, arts and craft and fitness demonstrations.",2023-10-04 10:00,2023-10-04 18:00,"Play Area (in Loreto Playground), Bronx",0.0,False,/events/2023/10/04/kim-loreto-playground,KIM Loreto Playground,"['Arts & Crafts', 'Games', 'Sports']"
KIM: Samuel Seabury Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Samuel Seabury Playground, Manhattan",0.0,False,/events/2023/10/04/kim-samuel-seabury-playground,Samuel Seabury Playground,"['Fitness', 'Games', 'Best for Kids']"
Langston Hughes Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Play Area (in Langston Hughes Playground), Manhattan",0.0,False,/events/2023/10/04/kim-langston-hughes-playground,Langston Hughes Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids']"
KIM: Bowne Park Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Bowne Park Playground (in Bowne Park), Queens",0,False,/events/2023/10/04/kim-bowne-park,Bowne Park Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
KIM: J. Hood Wright Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"J. Hood Wright Playground (in J. Hood Wright Park), Manhattan",0.0,False,/events/2023/10/04/kim-j-hood-wright-playground,J. Hood Wright Playground,"['Fitness', 'Games', 'Family-friendly']"
"KIM: Phil ""Scooter"" Rizzuto","Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Playground (in Phil ""Scooter"" Rizzuto Park), Queens",0.0,False,/events/2023/10/04/kim-phil-scooter-rizzuto,Phil Scooter Rizzuto,"['Arts & Crafts', 'Festivals', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
KIM: London Planetree Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Play Area (in London Planetree Playground), Queens",0.0,False,/events/2023/10/04/kim-london-planetree-playground,London Planetree Playground,"['Adaptive Programs', 'Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
KIM Poe Park,"Join NYC Parks Staff in free activities in NYC's playgrounds including organized sports, games, arts and craft and fitness demonstrations.",2023-10-04,2023-10-04,"Bandstand (in Poe Park), Bronx",0.0,False,/events/2023/10/04/kim-poe-park,KIM Poe Park,"['Arts', 'Crafts', 'Games', 'Sports']"
It's My Park at Stuyvesant Square,"Volunteer with Stuyvesant Park Gardeners to clean up, weed, prune, rake, and water at Stuyvesant Square Park.",2023-10-04 10:00,2023-10-04 12:00,"Stuyvesant Square - east fountain (in Stuyvesant Square), Manhattan",0.0,False,/events/2023/10/04/its-my-park-at-stuyvesant-square,Stuyvesant Square Park,"['Volunteer', ""It's My Park"", 'Outdoor']"
Step Aerobics,"Step Aerobics is a cardio workout that will elevate your heart rate, strengthen muscles, and improve coordination and balance.",2023-10-04 10:15,2023-10-04 11:15,"New Settlement Community Center, Bronx",0.0,False,/events/2023/10/04/step-aerobics,Step Aerobics,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
KIM: Bowne Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-04 10:00,2023-10-04 18:00,"Play Area (in Bowne Playground), Queens",0.0,False,/events/2023/10/04/kim-bowne-playground,Bowne Playground,"['Sports', 'Games', 'Fitness', 'Family-friendly']"
Senior Cardio Sculpt,This low impact cardio workout consists of functional movement exercises designed to make daily activities easier to perform.,2023-10-04 10:30,2023-10-04 11:30,"Sunnyside Community Services, Queens",0.0,False,/events/2023/10/04/senior-cardio-sculpt,Senior Cardio Sculpt,"['Fitness', 'Shape Up NYC', 'Seniors']"
Tai Chi with Pin Pin Suat,"Tai chi—the ultimate mind and body workout, often described as “meditation in motion”—involves slow, fluid, continuous movements through formalized postures of centuries-old Chinese Taoist martial arts.",2023-10-04 10:30,2023-10-04 12:00,"The Spur (in The High Line), Manhattan",0.0,False,/events/2023/10/04/tai-chi-with-pin-pin-su,Tai Chi,"['Fitness', 'Meditation', 'Outdoor']"
Walking & Stretching,This free walking program will help you move your body and connect with others in your community!,2023-10-04 10:30,2023-10-04 11:30,"Entrance - 43rd Street and Skillman Ave (in Torsney Playground), Queens",0.0,False,/events/2023/10/04/walking-stretching,Walking & Stretching,"['Fitness', 'Shape Up NYC', 'Exercise Classes', 'Walking']"
The Great Fire of 1963,"Explore the history behind The Great Fire of 1963, a.k.a Black Saturday, one of Staten Island's greatest tragedies.",2023-10-04 12:00,2023-10-04 15:00,"H.H. Biddle House (in Conference House Park), Staten Island",0.0,False,/events/2023/10/04/the-great-fire-of-1963,The Great Fire of 1963,['History']
Total Body Bootcamp,"Total Body Bootcamp is a cardio workout that will engage your entire body to elevate your heart rate, strengthen muscles, improve coordination and balance.",2023-10-04 12:00,2023-10-04 13:00,"Gymnasium (Part A) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/04/total-body-bootcamp,Total Body Bootcamp,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
KIM Basil Behegen Playground,"Join NYC Parks Staff in free activities in NYC's playgrounds including organized games, fitness demonstrations.",2023-10-04 14:00,2023-10-04 18:00,"Play Area (in Behagen Playground), Bronx",0.0,False,/events/2023/10/04/kim-basil-behegen-playground,KIM Basil Behegen Playground,"['Games', 'Fitness', 'Family-friendly']"
KIM St. Mary's Park Westat Playground West - Play Area,"Join NYC Parks Staff in free activities in NYC's playgrounds, including organized sports, games, arts and crafts and fitness demonstrations.",2023-10-04 14:00,2023-10-04 18:00,"St. Mary's Park, Bronx",0.0,False,/events/2023/10/04/kim-st-marys-park-west,KIM St. Mary's Park Westat Playground West,"['Arts & Crafts', 'Games', 'Sports']"
Art in the Park,Let your creativity flow at Art in the Park! Every Wednesday afternoon from 3-5pm head to the Large Playground and find Miss Debbie with a variety of craft projects.,2023-10-04,,"Kids Playground - Large (in Washington Square Park), Manhattan",0.0,False,/events/2023/10/04/art-in-the-park,Art in the Park,"['Arts & Crafts', 'Education', 'Best for Kids', 'Workshops', 'Accessible Activities']"
Youth Creative Art,Join us for an afternoon of creative art at the Multi-Use Room A in Pelham Fritz Recreation Center. This event is open to youth and will feature various arts and crafts activities. Admission is free!,2023-10-04 14:30,2023-10-04 16:00,"Multi-Use Room A, Pelham Fritz Recreation Center, Manhattan",0.0,False,/events/2023/10/04/youth-creative-art,Youth Creative Art,"['Arts & Crafts', 'Art', 'Family-friendly']"
STEAM Creativity with Kelly,"Bring your children to participate in a variety of programs including but not limited to media education, sports, art, technology, and organized recreational activities.",2023-10-04 15:00,2023-10-04 18:00,"Kwame Ture Recreation Center, Bronx",0.0,False,/events/2023/10/04/steam-creativity-with-kelly,STEAM Creativity with Kelly,"['Education', 'Best for Kids', 'Talks']"
Inspirational Dance Workshop,Join us for an inspirational dance workshop at Dance Room in Pelham Fritz Recreation Center. This workshop is open to all and will be a great opportunity to learn and express yourself through dance.,2023-10-04 15:00,2023-10-04 17:30,"Dance Room (in Pelham Fritz Recreation Center), Manhattan",0.0,False,/events/2023/10/04/inspirational-dance-workshop,Inspirational Dance Workshop,"['Dance', 'Workshop']"
Sprint & Jump into fitness,A fun and energetic class that will get your body moving! All levels welcome.,2023-10-04 17:00,2023-10-04 17:30,"Fitness Room (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/04/sprint-jump-into-fitness,Sprint & Jump into fitness,['Fitness']
Learning the basics of ball hockey,Come on out and play the second fastest sport on two feet. Street Hockey brings the ice to the hard top for fun fast paced action.,2023-10-04 15:30,2023-10-04 16:15,"Game Room (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/04/learning-the-basics-of-ball-hockey,ball hockey,"['Fitness', 'Games', 'Best for Kids', 'Sports', 'Hockey']"
Volleyball for all,"Come join NYC Parks practice your serving, setting spiking, and blocking.",2023-10-04 16:30,2023-10-04 18:00,"Gymnasium (Full) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/04/volleyball-for-all,Volleyball,"['Fitness', 'Games', 'Best for Kids', 'Sports', 'Volleyball']"
Zumba Dance Room,"Zumba is a fusion of Latin, International and popular music dance themes creating a dynamic, exciting, effective fitness system!",2023-10-04 18:00,2023-10-04 19:00,"Highbridge Recreation Center, Manhattan",0.0,False,/events/2023/10/04/zumba,Zumba Dance,"['Dance', 'Fitness', 'Shape Up NYC']"
intenSati,"In intenSati, we will prime your body, mind, and heart with this sweat-dripping, heart-pumping, mood-lifting cardio class (think dance meets kickboxing meets yoga).",2023-10-04 17:30,2023-10-04 18:30,"Myrtle Avenue and Park Lane South (in Forest Park), Queens",0.0,False,/events/2023/10/04/intensati,intenSati,"['Fitness', 'Shape Up NYC', 'Outdoor Fitness']"
Hudson River Park's River Project: Wetlab Look-in,Hudson River Park's Wetlab aquarium features Hudson River wildlife and provides free guided tours for visitors of all ages!,2023-10-04 16:00,2023-10-04 19:00,"Hudson River Park's Pier 40, Manhattan",0.0,False,/events/2023/10/04/hudson-river-parks-river-project-wetlab-lookins,Hudson River Park's River Project Wetlab Look-in,"['Education', 'Nature', 'Best for Kids', 'Waterfront', 'Outdoor Fitness', 'Wildlife']"
Cardio Circuit Blast,This high-energy total body workout will keep you moving with challenging yet fun bodyweight circuits.,2023-10-04 18:00,2023-10-04 19:00,"Dance Room (in Gertrude Ederle Recreation Center), Manhattan",0.0,False,/events/2023/10/04/cardio-circuit-blast,Cardio Circuit Blast,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Salsa Social,"Salsa Social is back! Come to Garibaldi Plaza every Wednesday from 6:00-9:00pm. FREE Class 6:00-6:30 FREE Social 6:30-9:00 Come as you are, everyone is welcome.",2023-10-04,,"Garibaldi Plaza (in Washington Square Park), Manhattan",0.0,False,/events/2023/10/04/salsa-social,Salsa Social,"['Dance', 'Fitness', 'Outdoor Fitness']"
SharQui – The Bellydance Workout,"In a SharQui class, you’ll learn new moves and combinations in flow.",2023-10-04 18:00,2023-10-04 18:45,"Bronx Neighborhood Health Action Center, Bronx",0.0,False,/events/2023/10/04/sharqui-the-bellydance-workout,SharQui Bellydance Workout,"['Dance', 'Fitness', 'Shape Up NYC']"
Cardio Dance Fitness,Cardio Dance Fitness is a full-body workout sure to get your body moving!,2023-10-04 18:00,2023-10-04 18:45,"Dance Room (in St. John’s Recreation Center), Brooklyn",0.0,False,/events/2023/10/04/cardio-dance-fitness,Cardio Dance Fitness,"['Fitness', 'Dance', 'Exercise Classes']"
Beginner Yoga,"This class teaches basic yoga poses to enhance flexibility, mobility, and body awareness.",2023-10-04 18:00,2023-10-04 18:45,"NYPL - Chatham Square Library, Manhattan",0.0,False,/events/2023/10/04/beginner-yoga,Beginner Yoga,"['Fitness', 'Shape Up NYC', 'Exercise Classes', 'Yoga']"
Crafting with Lavender,"Get to know the beautiful, calming, and fragrant lavender plant and make something small to take home. We'll use freshly harvested and dried lavender to make wreaths and sachets.",2023-10-04 18:00,2023-10-04 19:30,"Pelham Fritz Recreation Center, Manhattan",0.0,False,/events/2023/10/04/crafting-with-lavender,Crafting with Lavender,"['Arts & Crafts', 'Workshops', 'Gardening']"
Dance Fitness Beats,"This 45-minute Dance Fitness class is not just a great workout, but a great time as well!",2023-10-04 18:00,2023-10-04 18:45,Hudson Guild Fulton Community Center,0.0,False,/events/2023/10/04/dance-fitness-beats,Dance Fitness Beats,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Yoga at Dance Room,"Connect with yourself in this Yoga class with Carol, a class to be enjoyed by all.",2023-10-04 18:00,2023-10-04 19:15,"Hamilton Fish Recreation Center, Manhattan",0.0,False,/events/2023/10/04/yoga1,Yoga,"['Fitness', 'Shape Up NYC', 'Exercise Classes', 'Yoga & Pilates Classes']"
Low Impact Bodyweight Circuit Training,This Low Impact Circuit Training class combines bodyweight resistance training and conditioning to provide you with a safe and effective full-body workout.,2023-10-04 18:00,2023-10-04 18:45,"NYPL- Bloomingdale Library, Manhattan",0.0,False,/events/2023/10/04/low-impact-bodyweight-circuit-training,Low Impact Bodyweight Circuit Training,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
How Lincoln’s Funeral Changed Everything: The Rise of Embalming the Dead in America,"Join thanatologist Matilda Garrido as we explore the rise of embalming, the implications of extended viewing times, and what embalming has meant for both the funeral industry and for grieving families.",2023-10-04 18:00,2023-10-04 19:00,"Merchant's House Museum, Manhattan",0.0,False,/events/2023/10/04/how-lincolns-funeral-changed-everything-the-rise-of-embalming-the-dead-in-america,How Lincoln’s Funeral Changed Everything: The Rise of Embalming the Dead in America,"['Education', 'History', 'Talks']"
Live Latin and Greek Music in Athens Square Park,"Come out to Athens Square Park on Tuesday and Wednesday evenings for live music nights! Each week, a band will be playing traditional and contemporary Latin and Greek music.",2023-10-04 19:00,2023-10-04 21:00,"Athens Square Park, Queens",0.0,False,/events/2023/10/04/live-italian-and-latin-music-in-athens-square-park,Live Latin and Greek Music,"['Music', 'Concerts', 'Dance']"
Fitness Walk at Fort Totten Front Gate,Join us for a free self-guided fitness walking program.,2023-10-05,,"Fort Totten Front Gate (in Fort Totten Park), Queens",0.0,False,/events/2023/10/05/fitness-walk,Fitness Walk,"['Fitness', 'Outdoor Fitness', 'Walking']"
Forest Fitness,"Join the Fort Tryon Park Trust for a free, year-round exercise program on Tuesdays, Thursdays, and Saturdays! All are welcome!",2023-10-05,,"Margaret Corbin Circle (in Fort Tryon Park), Manhattan",0.0,False,/events/2023/10/05/forest-fitness,Forest Fitness,"['Fitness', 'Outdoor Fitness', 'Seniors']"
Movies Under the Stars: Elemental,"Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together.",2023-10-04 19:00,2023-10-04 21:00,"Hudson Park (in Bella Abzug Park), Manhattan",0.0,False,/events/2023/10/04/movies-under-the-stars-elemental,Movies Under the Stars Elemental,"['Film', 'Free Summer Movies', 'Movies Under the Stars']"
"Hand Down, Elevate and Shoot!",Come join NYC Parks for this unique basketball training,2023-10-05 06:00,2023-10-05 09:00,"Gymnasium (Part B) (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/05/hand-down-elevate-and-shoot,"Hand Down, Elevate and Shoot","['Sports', 'Basketball/Netball', 'Best for Kids']"
12th Annual LUNGS Harvest Arts Festival,"Come enjoy the 12th Annual Loisaida United Neighborhood Gardens (LUNGS) Harvest Arts Festival, starting Friday, September 29 through Sunday, October 8, 2023, in the Lower East Side!",2023-09-29,2023-10-08,"LUNGS/Gardens Rising office space, Manhattan",0.0,False,/events/2023/10/04/12th-annual-lungs-harvest-arts-festival,12th Annual LUNGS Harvest Arts Festival,"['Arts', 'Crafts', 'Concerts', 'Dance', 'Nature', 'Art', 'Festivals', 'Workshops', 'Gardening']"
Total Body Fitness,"This fun low-impact full-body workout includes cardio, strength and balance exercises to improve your overall fitness.",2023-10-05 08:00,2023-10-05 09:00,"Dance Room (in St. John’s Recreation Center), Brooklyn",0.0,False,/events/2023/10/05/total-body-fitness1,Total Body Fitness,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
BodyArt at Holley Plaza,Join us Thursday mornings from 8:30am-9:30am in Holley Plaza for an invigorating and restorative bodyART session!,2023-10-05 08:30,2023-10-05 09:30,"Holley Plaza (in Washington Square Park), Manhattan",0.0,False,/events/2023/10/05/bodyart,BodyArt,"['Fitness', 'Outdoor Fitness', 'Accessible Activities']"
Arsenal Gallery: Mi Parque Mi Tierra,"NYC Parks welcomes Hispanic Heritage Month with Mi Parque Mi Tierra, on view at the Arsenal Gallery in Central Park.",2023-10-05 09:00,2023-10-05 17:00,"Arsenal (in Central Park), Manhattan",0.0,False,/events/2023/10/05/arsenal-gallery-mi-parque-mi-tierra,Mi Parque Mi Tierra,"['Art', 'Hispanic Heritage Month']"
KIM: Park of the Americas,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Playground (Linden Playground) (in Park Of The Americas), Queens",0.0,False,/events/2023/10/05/kim-park-of-the-americas,Park of the Americas,"['Fitness', 'Games', 'Sports']"
KIM: St. Catherine's Park at Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"St. Catherine's Park, Manhattan",0.0,False,/events/2023/10/05/kim-st-catherines-park,St. Catherine's Park,"['Fitness', 'Games', 'Best for Kids']"
Sol Lain Playground,"Join NYC Parks staff in-free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05,2023-10-05,"Sol Lain Playground (in Sol Lain Plgd), Manhattan",0.0,False,/events/2023/10/05/kim-sol-lain-playground,Sol Lain Playground,"['Fitness', 'Games', 'Family-friendly']"
KIM: Columbus Park,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Columbus Park, Manhattan",0.0,False,/events/2023/10/05/kim-columbus-park,KIM Columbus Park,"['Fitness', 'Games', 'Best for Kids']"
Seward Park Playground Activities,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Seward Park Playground (in Seward Park), Manhattan",0.0,False,/events/2023/10/05/kim-seward-park,Seward Park Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM: Bloomingdale Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Play Area (in Bloomingdale Playground), Manhattan",0.0,False,/events/2023/10/05/kim-bloomingdale-playground,Bloomingdale Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM Loreto Playground,"Join NYC Parks staff in free activities in NYC's playgrounds including organized sports, games, arts and craft and fitness demonstrations.",2023-10-05,2023-10-05,"Play Area (in Loreto Playground), Bronx",0.0,False,/events/2023/10/05/kim-loreto-playground,KIM Loreto Playground,"['Arts & Crafts', 'Games', 'Sports']"
KIM: Carmansville Playground,"Join NYC Parks in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Play Area (in Carmansville Playground), Manhattan",0.0,False,/events/2023/10/05/kim-carmansville-playground,Carmansville Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM: Martin Luther King Jr. Playground,"Join NYC Parks in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Play Area (in Martin Luther King, Jr. Playground), Manhattan",0.0,False,/events/2023/10/05/kim-martin-luther-king-jr-playground,Martin Luther King Jr. Playground,"['Fitness', 'Games', 'Family-friendly']"
KIM: Samuel Seabury Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Samuel Seabury Playground, Manhattan",0.0,False,/events/2023/10/05/kim-samuel-seabury-playground,Samuel Seabury Playground,"['Fitness', 'Games', 'Best for Kids']"
KIM People's Playground,"Join NYC Parks staff in free activities in NYC's playgrounds including organized sports, arts and craft and games.",2023-10-05,2023-10-05,"Play Area (in People's Park), Bronx",0.0,False,/events/2023/10/05/kim-peoples-playground,KIM People's Playground,"['Arts & Crafts', 'Games', 'Best for Kids']"
Langston Hughes Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Play Area (in Langston Hughes Playground), Manhattan",0.0,False,/events/2023/10/05/kim-langston-hughes-playground,Langston Hughes Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids']"
KIM: J. Hood Wright Playground,"Join NYC Parks staff in free activities in NYC’s playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"J. Hood Wright Playground (in J. Hood Wright Park), Manhattan",0.0,False,/events/2023/10/05/kim-j-hood-wright-playground,J. Hood Wright Playground,"['Fitness', 'Games', 'Family-friendly']"
It's My Park at Ralph Bunche Park,"Volunteer with Friends of Ralph Bunche Park to prune, weed, clean, and plant at Ralph Bunche Park.",2023-10-05 10:00,2023-10-05 12:00,"Ralph Bunche Park, Manhattan",0.0,False,/events/2023/10/05/its-my-park-at-ralph-bunche-park,It's My Park,"['Volunteer', ""It's My Park"", 'Outdoor']"
KIM: Bowne Park Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Bowne Park Playground (in Bowne Park), Queens",0.0,False,/events/2023/10/05/kim-bowne-park,Bowne Park Playground,"['Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
Daily Stretch Full Body Workout,Join NYC Parks for a daily stretch full body workout. This class is open to all levels and aims to help you relax your mind.,2023-10-05 10:00,2023-10-05 11:00,"Fitness Room (in Kwame Ture Recreation Center), Bronx",0.0,False,/events/2023/10/05/daily-stretch-full-body-workout,Daily Stretch Full Body Workout,['Fitness']
KIM: London Planetree Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Play Area (in London Planetree Playground), Queens",0.0,False,/events/2023/10/05/kim-london-planetree-playground,KIM: London Planetree Playground,"['Adaptive Programs', 'Arts & Crafts', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
"Kim: Phil ""Scooter"" Rizzuto","Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Playground (in Phil ""Scooter"" Rizzuto Park), Queens",0.0,False,/events/2023/10/05/kim-phil-scooter-rizzuto,Kim Phil Scooter Rizzuto,"['Arts & Crafts', 'Festivals', 'Fitness', 'Games', 'Best for Kids', 'Sports']"
Greenbelt Native Plant Center Seed Farming,Volunteer with the Greenbelt Native Plant Center staff to help care for the diverse group of native plants we grow to be planted in parks and restoration projects throughout the city.,2023-10-05 10:00,2023-10-05 13:00,"Greenbelt Native Plant Center, Staten Island",0.0,False,/events/2023/10/05/greenbelt-native-plant-center-seed-farming,Greenbelt Native Plant Center Seed Farming,"['Nature', 'Volunteer', 'Gardening']"
STRONG Nation®,"STRONG Nation® combines body weight, muscle conditioning, cardio and plyometric training moves synced to original music that has been specifically designed to match every single move.",2023-10-05 10:00,2023-10-05 11:00,"Dance Room (in Constance Baker Motley Recreation Center), Manhattan",0.0,False,/events/2023/10/05/strong-nation,STRONG Nation,"['Fitness', 'Exercise Classes']"
It's My Park at Kaiser Park,Volunteer with Billion Oyster Project to beautify Coney Island Creek.,2023-10-05 10:30,2023-10-05 15:30,"West 33rd Street and Bayview Avenue (in Kaiser Park), Brooklyn",0.0,False,/events/2023/10/05/its-my-park-at-kaiser-park,It's My Park,"['Volunteer', ""It's My Park""]"
It's My Park at Hunter's Point South Park,Volunteer with Hunters Point Parks Conservancy to beautify Hunter's Point South Park.,2023-10-05 10:00,2023-10-05 12:00,"Entrance - Center Boulevard and Borden Avenue (in Hunter's Point South Park), Queens",0.0,False,/events/2023/10/05/its-my-park-at-hunters-point-south-park,Hunter's Point South Park,"['Volunteer', ""It's My Park""]"
Cardio Sculpt,This cardio workout consists of functional movement exercises designed to make daily activities easier to perform.,2023-10-05,,"Queensbridge Park House (in Queensbridge Park), Queens",0.0,False,/events/2023/10/05/cardio-sculpt,Cardio Sculpt,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Total Body Fitness,"This fun low-impact full-body workout includes cardio, strength and balance exercises to improve your overall fitness.",2023-10-05 10:30,2023-10-05 11:30,"Brooklyn Public Library - Park Slope, Brooklyn",0.0,False,/events/2023/10/05/total-body-fitness,Total Body Fitness,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
KIM: Bowne Playground,"Join NYC Parks staff in free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!",2023-10-05 10:00,2023-10-05 18:00,"Play Area (in Bowne Playground), Queens",0.0,False,/events/2023/10/05/kim-bowne-playground,Bowne Playground,"['Sports', 'Games', 'Fitness', 'Family-friendly']"
Low Impact Aerobics,This low impact exercise class consists of functional and body weight strength exercises paired with cardio to get your heart pumping!,2023-10-05,,"Basketball Courts (in Seton Park), Bronx",0.0,False,/events/2023/10/05/low-impact-aerobics,Low Impact Aerobics,"['Fitness', 'Shape Up NYC', 'Outdoor Fitness', 'Exercise Classes']"
NYC Compost Project: Garden and Compost Workday at Bainbridge Community Garden,"Join us at Bainbridge Avenue Community Garden for a volunteer gardening event. We will break down brush to use as brown materials, turn the piles, and sift finished compost.",2023-10-05 10:00,2023-10-05 13:00,"Bainbridge Avenue Garden, Bronx",0.0,False,/events/2023/10/05/nyc-compost-project-garden-and-compost-workday-at-bainbridge-community-garden,NYC Compost Project Garden and Compost Workday,"['Volunteer', 'Gardening']"
Total Body Bootcamp,"Total Body Bootcamp is a cardio workout that will engage your entire body to elevate your heart rate, strengthen muscles, improve coordination and balance.",2023-10-05,,"New Settlement Community Center, Bronx",0.0,False,/events/2023/10/05/total-body-bootcamp,Total Body Bootcamp,"['Fitness', 'Shape Up NYC', 'Exercise Classes']"
Learn to Draw,Join NYC Parks for this free activity to learn how to draw.,2023-10-05 11:30,2023-10-05 12:30,Multi-Use Room,0.0,False,/events/2023/10/05/learn-to-draw,Learn to Draw,['Art']
Public Garden Highlights Walk,Join a knowledgeable Wave Hill Garden Guide for a leisurely stroll in the gardens. Topics vary by season and the expertise of the Guide—come back for an encore!,2023-10-05 12:00,2023-10-05 12:45,"Perkins Visitors Center (in Wave Hill), Bronx",0.0,False,/events/2023/10/05/public-garden-highlights-walk,Public Garden Highlights Walk,"['Nature', 'Tours']"
The Great Fire of 1963,"Explore the history behind The Great Fire of 1963, a.k.a Black Saturday, which was one of Staten Island's greatest tragedies.",2023-10-05 12:00,2023-10-05 15:00,"H.H. Biddle House (in Conference House Park), Staten Island",0.0,False,/events/2023/10/05/the-great-fire-of-1963,The Great Fire of 1963,['History']
Family Fitness with Ingrid,"Family fun and fitness is a great way for families to be active, exercise together, and have fun while getting healthy.",2023-10-05 13:00,2023-10-05 13:45,"Kwame Ture Recreation Center, Bronx",0.0,False,/events/2023/10/05/family-fitness-with-ingrid,Family Fitness,"['Fitness', 'Family-friendly', 'Adaptive Programs']"
